tone_id	bank	number	name	category
17447	PR-C	40	SL-JP6 17	38:Synth PolyKey
17448	PR-C	41	SL-JP6 18	34:Synth Lead
17449	PR-C	42	SL-Jn106 1	38:Synth PolyKey
17450	PR-C	43	SL-Jn106 2	36:Synth Pad/Str
17451	PR-C	44	SL-Jn106 3	36:Synth Pad/Str
17452	PR-C	45	SL-Jn106 4	36:Synth Pad/Str
17453	PR-C	46	SL-Jn106 5	36:Synth Pad/Str
17454	PR-C	47	SL-Jn106 6	21:Synth Bass
17455	PR-C	48	SL-Jn106 7	21:Synth Bass
17456	PR-C	49	SL-Jn106 8	21:Synth Bass
17457	PR-C	50	SL-Jn106 9	36:Synth Pad/Str
17458	PR-C	51	SL-Jn106 10	35:Synth Brass
17459	PR-C	52	SL-Jn106 11	34:Synth Lead
17460	PR-C	53	SL-Jn60 1	36:Synth Pad/Str
17461	PR-C	54	SL-Jn60 2	35:Synth Brass
17462	PR-C	55	SL-Jn60 3	36:Synth Pad/Str
17463	PR-C	56	SL-Jn60 4	4:E.Piano1
17464	PR-C	57	SL-Jn60 5	4:E.Piano1
17465	PR-C	58	SL-Jn60 6	21:Synth Bass
17466	PR-C	59	SL-Jn60 7	36:Synth Pad/Str
17467	PR-C	60	SL-Jn60 8	21:Synth Bass
17468	PR-C	61	SL-Jn60 9	38:Synth PolyKey
17469	PR-C	62	SL-Jn60 10	38:Synth PolyKey
17470	PR-C	63	SL-Jn60 11	21:Synth Bass
17471	PR-C	64	SL-Jn60sub1	21:Synth Bass
17472	PR-C	65	SL-Jn60sub2	21:Synth Bass
17473	PR-C	66	SL-Jn60sub3	21:Synth Bass
17474	PR-C	67	SL-Jn60sub4	21:Synth Bass
17475	PR-C	68	SL-Jn60sub5	21:Synth Bass
17476	PR-C	69	SL-Jn60sub6	21:Synth Bass
17477	PR-C	70	SL-Jn60sub7	21:Synth Bass
17478	PR-C	71	SL-Jn60 Bs1	21:Synth Bass
17479	PR-C	72	SL-Jn60 Bs2	21:Synth Bass
17480	PR-C	73	SL-Jn60 Bs3	21:Synth Bass
17481	PR-C	74	SL-Jn60 Ply	38:Synth PolyKey
17482	PR-C	75	SL-Jn60 SBr	35:Synth Brass
17483	PR-C	76	SL-Jn60Bell1	4:E.Piano1
17484	PR-C	77	SL-Jn60Bell2	4:E.Piano1
17485	PR-C	78	SL-Jn60Syn1	38:Synth PolyKey
17486	PR-C	79	SL-Jn60Syn2	38:Synth PolyKey
17487	PR-C	80	SL-Jn60Syn3	38:Synth PolyKey
17488	PR-C	81	SL-Jn60Syn4	38:Synth PolyKey
17489	PR-C	82	SL-Jn60Syn5	38:Synth PolyKey
17490	PR-C	83	SL-TB Saw 1	21:Synth Bass
17491	PR-C	84	SL-TB Saw1A	21:Synth Bass
17492	PR-C	85	SL-TB Saw 2	21:Synth Bass
17493	PR-C	86	SL-TB Saw2A	21:Synth Bass
17494	PR-C	87	SL-TB Saw 3	21:Synth Bass
17495	PR-C	88	SL-TB Saw3A	21:Synth Bass
17496	PR-C	89	SL-TB Saw 4	21:Synth Bass
17497	PR-C	90	SL-TB Saw4A	21:Synth Bass
17498	PR-C	91	SL-TB Saw 5	21:Synth Bass
17499	PR-C	92	SL-TB Saw5A	21:Synth Bass
17500	PR-C	93	SL-TB Saw 6	21:Synth Bass
17501	PR-C	94	SL-TB Saw6A	21:Synth Bass
17502	PR-C	95	SL-TB Sqr 1	21:Synth Bass
17503	PR-C	96	SL-TB Sqr1A	21:Synth Bass
17504	PR-C	97	SL-TB Sqr 2	21:Synth Bass
17505	PR-C	98	SL-TB Sqr2A	21:Synth Bass
17506	PR-C	99	SL-TB Sqr 3	21:Synth Bass
17507	PR-C	100	SL-TB Sqr3A	21:Synth Bass
17508	PR-C	101	SL-TB Sqr 4	21:Synth Bass
17509	PR-C	102	SL-TB Sqr4A	21:Synth Bass
17510	PR-C	103	SL-TB Sqr 5	21:Synth Bass
17511	PR-C	104	SL-TB Sqr5A	21:Synth Bass
17512	PR-C	105	SL-TB Sqr 6	21:Synth Bass
17513	PR-C	106	SL-TB Sqr6A	21:Synth Bass
17514	PR-C	107	SL-SH101 1	34:Synth Lead
17515	PR-C	108	SL-SH101 2	34:Synth Lead
17516	PR-C	109	SL-SH101 3	34:Synth Lead
17517	PR-C	110	SL-SH101 4	21:Synth Bass
17518	PR-C	111	SL-SH101 5	34:Synth Lead
17519	PR-C	112	SL-SH101 6	21:Synth Bass
17520	PR-C	113	SL-SH101 7	21:Synth Bass
17521	PR-C	114	SL-SH101 8	34:Synth Lead
17522	PR-C	115	SL-SH101 9	21:Synth Bass
17523	PR-C	116	SL-SH101 10	21:Synth Bass
17524	PR-C	117	SL-SH101 11	34:Synth Lead
17525	PR-C	118	SL-SH101 12	21:Synth Bass
17526	PR-C	119	SL-D50 1	37:Synth Bellpad
17527	PR-C	120	SL-D50 2	37:Synth Bellpad
17528	PR-C	121	SL-D50 3	37:Synth Bellpad
17529	PR-C	122	SL-D50 4	36:Synth Pad/Str
17530	PR-C	123	SL-D50 5	37:Synth Bellpad
17531	PR-C	124	SL-D50 6	38:Synth PolyKey
17532	PR-C	125	SL-D50 7	38:Synth PolyKey
17533	PR-C	126	SL-D50 8	37:Synth Bellpad
17534	PR-C	127	SL-D50 9	38:Synth PolyKey
17535	PR-C	128	SL-D50 10	36:Synth Pad/Str
17664	PR-D	1	JP8 Strings1	36:Synth Pad/Str
17665	PR-D	2	JP8 Strings2	36:Synth Pad/Str
17666	PR-D	3	JP8 Strings3	36:Synth Pad/Str
17667	PR-D	4	JP8 Strings4	36:Synth Pad/Str
17668	PR-D	5	JP8 Strings5	36:Synth Pad/Str
17669	PR-D	6	JP8 Strings6	36:Synth Pad/Str
17670	PR-D	7	JP8 Strings7	36:Synth Pad/Str
17671	PR-D	8	JP8 Strings8	36:Synth Pad/Str
17672	PR-D	9	JP8 Strings9	36:Synth Pad/Str
17673	PR-D	10	JP8Strings10	36:Synth Pad/Str
17674	PR-D	11	JP8Strings11	36:Synth Pad/Str
17675	PR-D	12	JP8Strings12	36:Synth Pad/Str
17676	PR-D	13	JP8Strings13	36:Synth Pad/Str
17677	PR-D	14	JP8Strings14	36:Synth Pad/Str
17678	PR-D	15	JP8Strings15	36:Synth Pad/Str
17679	PR-D	16	JP8Strings16	36:Synth Pad/Str
17680	PR-D	17	JP-8 Pad 1	36:Synth Pad/Str
17681	PR-D	18	JP-8 Pad 2	36:Synth Pad/Str
17682	PR-D	19	JP-8 Pad 3	36:Synth Pad/Str
17683	PR-D	20	JP-8 Pad 4	36:Synth Pad/Str
17684	PR-D	21	JUNO Str 1	36:Synth Pad/Str
17685	PR-D	22	JUNO Str 2	36:Synth Pad/Str
17686	PR-D	23	JUNO Str 3	36:Synth Pad/Str
17687	PR-D	24	JX Strings	36:Synth Pad/Str
17688	PR-D	25	OB Strings 1	36:Synth Pad/Str
17689	PR-D	26	OB Strings 2	36:Synth Pad/Str
17690	PR-D	27	OB Strings 3	36:Synth Pad/Str
17691	PR-D	28	OB Strings 4	36:Synth Pad/Str
17692	PR-D	29	OB Strings 5	36:Synth Pad/Str
17693	PR-D	30	OB Strings 6	36:Synth Pad/Str
17694	PR-D	31	Vintage 1	36:Synth Pad/Str
17695	PR-D	32	Vintage 2	36:Synth Pad/Str
17696	PR-D	33	Vintage 3	36:Synth Pad/Str
17697	PR-D	34	Vintage 4	36:Synth Pad/Str
17698	PR-D	35	Vintage 5	36:Synth Pad/Str
17699	PR-D	36	Vintage 6	36:Synth Pad/Str
17700	PR-D	37	Vintage 7	36:Synth Pad/Str
17701	PR-D	38	Vintage 8	36:Synth Pad/Str
17702	PR-D	39	Vintage 9	36:Synth Pad/Str
17703	PR-D	40	Vintage 10	36:Synth Pad/Str
17704	PR-D	41	Vintage 11	36:Synth Pad/Str
17705	PR-D	42	Soft Pad 1	36:Synth Pad/Str
17706	PR-D	43	Soft Pad 2	36:Synth Pad/Str
17707	PR-D	44	Soft Pad 3	36:Synth Pad/Str
17708	PR-D	45	Soft Pad 4	36:Synth Pad/Str
17709	PR-D	46	Soft Pad 5	36:Synth Pad/Str
17710	PR-D	47	Soft Pad 6	36:Synth Pad/Str
17711	PR-D	48	Soft Pad 7	36:Synth Pad/Str
17712	PR-D	49	Soft Pad 8	36:Synth Pad/Str
17713	PR-D	50	Soft Pad 9	36:Synth Pad/Str
17714	PR-D	51	Soft Pad 10	36:Synth Pad/Str
17715	PR-D	52	Soft Pad 11	36:Synth Pad/Str
17716	PR-D	53	Soft Pad 12	36:Synth Pad/Str
17717	PR-D	54	Soft Pad 13	36:Synth Pad/Str
17718	PR-D	55	Soft Pad 14	36:Synth Pad/Str
17719	PR-D	56	Soft Pad 15	36:Synth Pad/Str
17720	PR-D	57	Soft Pad 16	36:Synth Pad/Str
17721	PR-D	58	Soft Pad 17	36:Synth Pad/Str
17722	PR-D	59	Oct Str 1	36:Synth Pad/Str
17723	PR-D	60	Oct Str 2	36:Synth Pad/Str
17724	PR-D	61	Oct Str 3	36:Synth Pad/Str
17725	PR-D	62	Oct Str 4	36:Synth Pad/Str
17726	PR-D	63	Oct Str 5	36:Synth Pad/Str
17727	PR-D	64	Oct Str 6	36:Synth Pad/Str
17728	PR-D	65	Oct Str 7	36:Synth Pad/Str
17729	PR-D	66	Cloud Pad	36:Synth Pad/Str
17730	PR-D	67	Slow Pad 1	36:Synth Pad/Str
17731	PR-D	68	Slow Pad 2	36:Synth Pad/Str
17732	PR-D	69	Brite Str 1	36:Synth Pad/Str
17733	PR-D	70	Brite Str 2	36:Synth Pad/Str
17734	PR-D	71	Brite Str 3	36:Synth Pad/Str
17735	PR-D	72	Brite Str 4	36:Synth Pad/Str
17736	PR-D	73	Boreal Pad	36:Synth Pad/Str
17737	PR-D	74	Flange Str	36:Synth Pad/Str
17738	PR-D	75	Organ Pad 1	36:Synth Pad/Str
17739	PR-D	76	Organ Pad 2	36:Synth Pad/Str
17740	PR-D	77	Organ Pad 3	36:Synth Pad/Str
17741	PR-D	78	Organ Pad 4	36:Synth Pad/Str
17742	PR-D	79	Digi Str 1	36:Synth Pad/Str
17743	PR-D	80	Digi Str 2	36:Synth Pad/Str
17744	PR-D	81	Digi Pad 1	36:Synth Pad/Str
17745	PR-D	82	Digi Pad 2	36:Synth Pad/Str
17746	PR-D	83	Digi Pad 3	36:Synth Pad/Str
17747	PR-D	84	Digi Pad 4	36:Synth Pad/Str
17748	PR-D	85	Heaven Pad 1	36:Synth Pad/Str
17749	PR-D	86	Heaven Pad 2	36:Synth Pad/Str
17750	PR-D	87	Heaven Pad 3	36:Synth Pad/Str
17751	PR-D	88	Heaven Pad 4	36:Synth Pad/Str
17752	PR-D	89	Voice Heaven	36:Synth Pad/Str
17753	PR-D	90	ChordOfCnada	36:Synth Pad/Str
17754	PR-D	91	Awakening	36:Synth Pad/Str
17755	PR-D	92	JP8 Hollow 1	36:Synth Pad/Str
17756	PR-D	93	JP8 Hollow 2	36:Synth Pad/Str
17757	PR-D	94	JP8 Hollow 3	36:Synth Pad/Str
17758	PR-D	95	Hollow Pad 1	36:Synth Pad/Str
17759	PR-D	96	Hollow Pad 2	36:Synth Pad/Str
17760	PR-D	97	Simple Air	36:Synth Pad/Str
17761	PR-D	98	Air Pad	36:Synth Pad/Str
17762	PR-D	99	Glass Pad	36:Synth Pad/Str
17763	PR-D	100	Flute Pad	36:Synth Pad/Str
17764	PR-D	101	Seek Flute	36:Synth Pad/Str
17765	PR-D	102	Syn Pad 1	36:Synth Pad/Str
17766	PR-D	103	Syn Pad 2	36:Synth Pad/Str
17767	PR-D	104	Syn Pad 3	36:Synth Pad/Str
17768	PR-D	105	Syn Pad 4	36:Synth Pad/Str
17769	PR-D	106	Syn Pad 5	36:Synth Pad/Str
17770	PR-D	107	Syn Pad 6	36:Synth Pad/Str
17771	PR-D	108	Syn Pad 7	36:Synth Pad/Str
17772	PR-D	109	Syn Pad 8	36:Synth Pad/Str
17773	PR-D	110	Syn Pad 9	36:Synth Pad/Str
17774	PR-D	111	Syn Pad 10	36:Synth Pad/Str
17775	PR-D	112	Syn Pad 11	36:Synth Pad/Str
17776	PR-D	113	Syn Pad 12	36:Synth Pad/Str
17777	PR-D	114	Syn Pad 13	36:Synth Pad/Str
17778	PR-D	115	Syn Pad 14	36:Synth Pad/Str
17779	PR-D	116	Syn Pad 15	36:Synth Pad/Str
17780	PR-D	117	Syn Pad 16	36:Synth Pad/Str
17781	PR-D	118	Syn Pad 17	36:Synth Pad/Str
17782	PR-D	119	Syn Pad 18	36:Synth Pad/Str
17783	PR-D	120	Syn Pad 19	36:Synth Pad/Str
17784	PR-D	121	Syn Pad 20	36:Synth Pad/Str
17785	PR-D	122	Syn Pad 21	36:Synth Pad/Str
17786	PR-D	123	Syn Pad 22	36:Synth Pad/Str
17787	PR-D	124	Syn Pad 23	36:Synth Pad/Str
17788	PR-D	125	Hybrid Str 1	36:Synth Pad/Str
17789	PR-D	126	Hybrid Str 2	36:Synth Pad/Str
17790	PR-D	127	Hybrid Str 3	36:Synth Pad/Str
17791	PR-D	128	LFO Pad 1	36:Synth Pad/Str
17920	PR-D	129	LFO Pad 2	36:Synth Pad/Str
17921	PR-D	130	RETROX 139	36:Synth Pad/Str
17922	PR-D	131	I Sync So	36:Synth Pad/Str
17923	PR-D	132	Sea Waves	36:Synth Pad/Str
17924	PR-D	133	FireFlies	36:Synth Pad/Str
17925	PR-D	134	Particles	36:Synth Pad/Str
17926	PR-D	135	Phr Str 1	36:Synth Pad/Str
17927	PR-D	136	Phr Str 2	36:Synth Pad/Str
17928	PR-D	137	Phr Str 3	36:Synth Pad/Str
17929	PR-D	138	Phr Str 4	36:Synth Pad/Str
17930	PR-D	139	Phr Str 5	36:Synth Pad/Str
17931	PR-D	140	Phr Str 6	36:Synth Pad/Str
17932	PR-D	141	Phr Str 7	36:Synth Pad/Str
17933	PR-D	142	Phr Str 8	36:Synth Pad/Str
17934	PR-D	143	Phr Str 9	36:Synth Pad/Str
17935	PR-D	144	Phr Str 10	36:Synth Pad/Str
17936	PR-D	145	Phr Str 11	36:Synth Pad/Str
17937	PR-D	146	Stone Pad	36:Synth Pad/Str
17938	PR-D	147	JP8 Stone 1	36:Synth Pad/Str
17939	PR-D	148	JP8 Stone 2	36:Synth Pad/Str
17940	PR-D	149	Sweep Pad 1	36:Synth Pad/Str
17941	PR-D	150	Sweep Pad 2	36:Synth Pad/Str
17942	PR-D	151	Sweep Pad 3	36:Synth Pad/Str
17943	PR-D	152	Sweep Pad 4	36:Synth Pad/Str
17944	PR-D	153	Sweep Pad 5	36:Synth Pad/Str
17945	PR-D	154	Sweep Pad 6	36:Synth Pad/Str
17946	PR-D	155	Sweep Pad 7	36:Synth Pad/Str
17947	PR-D	156	Sweep Pad 8	36:Synth Pad/Str
17948	PR-D	157	Sweep Pad 9	36:Synth Pad/Str
17949	PR-D	158	Sweep Pad 10	36:Synth Pad/Str
17950	PR-D	159	Sweep Pad 11	36:Synth Pad/Str
17951	PR-D	160	Sweep Pad 12	36:Synth Pad/Str
17952	PR-D	161	Sweep Pad 13	36:Synth Pad/Str
17953	PR-D	162	Sweep Pad 14	36:Synth Pad/Str
17954	PR-D	163	Sweep Pad 15	36:Synth Pad/Str
17955	PR-D	164	Sweep Pad 16	36:Synth Pad/Str
17956	PR-D	165	Sweep Pad 17	36:Synth Pad/Str
17957	PR-D	166	Chronic Pad	36:Synth Pad/Str
17958	PR-D	167	Sweep JD	36:Synth Pad/Str
17959	PR-D	168	SweepNz Pad	36:Synth Pad/Str
17960	PR-D	169	HPF Pad	36:Synth Pad/Str
17961	PR-D	170	Iso Pad	36:Synth Pad/Str
17962	PR-D	171	Reverie Pad	36:Synth Pad/Str
17963	PR-D	172	PWM Pad 1	36:Synth Pad/Str
17964	PR-D	173	PWM Pad 2	36:Synth Pad/Str
17965	PR-D	174	Stack Pad	36:Synth Pad/Str
17966	PR-D	175	Fanta Synth	36:Synth Pad/Str
17967	PR-D	176	Deepity	36:Synth Pad/Str
17968	PR-D	177	Fair Pad	36:Synth Pad/Str
17969	PR-D	178	Revalation	36:Synth Pad/Str
17970	PR-D	179	Trance Pad	36:Synth Pad/Str
17971	PR-D	180	Alan’s Pad	36:Synth Pad/Str
17972	PR-D	181	Dreamwarp	36:Synth Pad/Str
17973	PR-D	182	Emote String	36:Synth Pad/Str
17974	PR-D	183	PortamentPad	36:Synth Pad/Str
17975	PR-D	184	Cincosoft	36:Synth Pad/Str
17976	PR-D	185	5th Pad 1	36:Synth Pad/Str
17977	PR-D	186	5th Pad 2	36:Synth Pad/Str
17978	PR-D	187	5th Pad 3	36:Synth Pad/Str
17979	PR-D	188	Metal Pad	36:Synth Pad/Str
17980	PR-D	189	Legend Pad	36:Synth Pad/Str
17981	PR-D	190	GlassFx Pad	36:Synth Pad/Str
17982	PR-D	191	Glass Forest	36:Synth Pad/Str
17983	PR-D	192	Jungle-Pool	36:Synth Pad/Str
17984	PR-D	193	Xadecimal	36:Synth Pad/Str
17985	PR-D	194	HPF Strings	36:Synth Pad/Str
17986	PR-D	195	Gate Game	36:Synth Pad/Str
17987	PR-D	196	Horror Pad	36:Synth Pad/Str
17988	PR-D	197	PLS Pad 1	42:Pulsating
17989	PR-D	198	PLS Pad 2	42:Pulsating
17990	PR-D	199	PLS Pad 3	42:Pulsating
17991	PR-D	200	PLS Pad 4	42:Pulsating
17992	PR-D	201	PLS Pad 5	42:Pulsating
17993	PR-D	202	PLS Pad 6	42:Pulsating
17994	PR-D	203	PLS Pad 7	42:Pulsating
17995	PR-D	204	PLS Pad 8	42:Pulsating
17996	PR-D	205	PLS Pad 9	42:Pulsating
17997	PR-D	206	PLS Pad 10	42:Pulsating
17998	PR-D	207	PLS Pad 11	42:Pulsating
17999	PR-D	208	PLS Pad 12	42:Pulsating
18000	PR-D	209	PLS Pad 13	42:Pulsating
18001	PR-D	210	PLS Pad 14	42:Pulsating
18002	PR-D	211	PLS Pad 15	42:Pulsating
18003	PR-D	212	PLS Pad 16	42:Pulsating
18004	PR-D	213	PLS Strings	42:Pulsating
18005	PR-D	214	LFO Hollow	42:Pulsating
18006	PR-D	215	Goes A Pad	42:Pulsating
18007	PR-D	216	Metal PLS	42:Pulsating
18008	PR-D	217	Trip 2 Mars	42:Pulsating
18009	PR-D	218	Fist Pumper1	42:Pulsating
18010	PR-D	219	Fist Pumper2	42:Pulsating
18011	PR-D	220	Pulsatron	42:Pulsating
18012	PR-D	221	LFO Poly	42:Pulsating
18013	PR-D	222	LFO Saw 1	42:Pulsating
18014	PR-D	223	LFO Saw 2	42:Pulsating
18015	PR-D	224	Thick Pans	42:Pulsating
18016	PR-D	225	LFO Ripple	42:Pulsating
18017	PR-D	226	JayMeJay	42:Pulsating
18018	PR-D	227	Karmalog	42:Pulsating
18019	PR-D	228	MINIM-L	42:Pulsating
18020	PR-D	229	Trance Staff	42:Pulsating
18021	PR-D	230	Radanceky	42:Pulsating
18022	PR-D	231	12303	42:Pulsating
18023	PR-D	232	Experiment	42:Pulsating
18024	PR-D	233	Pulserelay	42:Pulsating
18025	PR-D	234	Jazz Bubbles	42:Pulsating
18026	PR-D	235	Psychoscilo	42:Pulsating
18027	PR-D	236	PXZoon	42:Pulsating
18028	PR-D	237	Welding Bell	42:Pulsating
18029	PR-D	238	Glassphemia	42:Pulsating
18030	PR-D	239	Strobe Bell	42:Pulsating
18031	PR-D	240	Sawflutter	42:Pulsating
18032	PR-D	241	Dronified	42:Pulsating
18033	PR-D	242	Tri-Vector	42:Pulsating
18034	PR-D	243	Syn Vox 1	32:Vox/Choir
18035	PR-D	244	Syn Vox 2	32:Vox/Choir
18036	PR-D	245	Syn Vox 3	32:Vox/Choir
18037	PR-D	246	JD80 SoftVox	32:Vox/Choir
18038	PR-D	247	Valley Air	32:Vox/Choir
18039	PR-D	248	Vox Pad 1	32:Vox/Choir
18040	PR-D	249	Vox Pad 2	32:Vox/Choir
18041	PR-D	250	Vox Pad 3	32:Vox/Choir
18042	PR-D	251	Vox Pad 4	32:Vox/Choir
18043	PR-D	252	Vox Pad 5	32:Vox/Choir
18044	PR-D	253	5th Vox Pad	32:Vox/Choir
18045	PR-D	254	Moving Chr	32:Vox/Choir
18046	PR-D	255	VP-330 Chr	32:Vox/Choir
18047	PR-D	256	HyperVentChr	32:Vox/Choir
18176	PR-D	257	Vento Choir	32:Vox/Choir
18177	PR-D	258	Scat Dow	33:Scat
18178	PR-D	259	JP8 Brs 1	35:Synth Brass
18179	PR-D	260	JP8 Brs 2	35:Synth Brass
18180	PR-D	261	JP8 Brs 3	35:Synth Brass
18181	PR-D	262	JP8 Brs 4	35:Synth Brass
18182	PR-D	263	JP8 Brs 5	35:Synth Brass
18183	PR-D	264	JP8 Brs 6	35:Synth Brass
18184	PR-D	265	JUNO Brs 1	35:Synth Brass
18185	PR-D	266	JUNO Brs 2	35:Synth Brass
18186	PR-D	267	JUNO Brs 3	35:Synth Brass
18187	PR-D	268	JUNO Brs 4	35:Synth Brass
18188	PR-D	269	JUNO Brs 5	35:Synth Brass
18189	PR-D	270	JUNO Brs 6	35:Synth Brass
18190	PR-D	271	JUNO Brs 7	35:Synth Brass
18191	PR-D	272	JUNO Brs 8	35:Synth Brass
18192	PR-D	273	JUNO Brs 9	35:Synth Brass
18193	PR-D	274	JUNO Brs 10	35:Synth Brass
18194	PR-D	275	JP8000 Brs 1	35:Synth Brass
18195	PR-D	276	JP8000 Brs 2	35:Synth Brass
18196	PR-D	277	80s Brs 1	35:Synth Brass
18197	PR-D	278	80s Brs 2	35:Synth Brass
18198	PR-D	279	80s Brs 3	35:Synth Brass
18199	PR-D	280	80s Brs 4	35:Synth Brass
18200	PR-D	281	80s Brs 5	35:Synth Brass
18201	PR-D	282	80s Brs 6	35:Synth Brass
18202	PR-D	283	80s Brs 7	35:Synth Brass
18203	PR-D	284	80s Brs 8	35:Synth Brass
18204	PR-D	285	80s Brs 9	35:Synth Brass
18205	PR-D	286	80s Brs 10	35:Synth Brass
18206	PR-D	287	80s Brs 11	35:Synth Brass
18207	PR-D	288	SynBrs Str	35:Synth Brass
18208	PR-D	289	Analog Brs 1	35:Synth Brass
18209	PR-D	290	Analog Brs 2	35:Synth Brass
18210	PR-D	291	Analog Brs 3	35:Synth Brass
18211	PR-D	292	Analog Brs 4	35:Synth Brass
18212	PR-D	293	OB Brs	35:Synth Brass
18213	PR-D	294	Euro Express	35:Synth Brass
18214	PR-D	295	Syn Brs 1	35:Synth Brass
18215	PR-D	296	Syn Brs 2	35:Synth Brass
18216	PR-D	297	Syn Brs 3	35:Synth Brass
18217	PR-D	298	Syn Brs 4	35:Synth Brass
18218	PR-D	299	Syn Brs 5	35:Synth Brass
18219	PR-D	300	Syn Brs 6	35:Synth Brass
18220	PR-D	301	Syn Brs 7	35:Synth Brass
18221	PR-D	302	Syn Brs 8	35:Synth Brass
18222	PR-D	303	Syn Brs 9	35:Synth Brass
18223	PR-D	304	Syn Brs 10	35:Synth Brass
18224	PR-D	305	Syn Brs 11	35:Synth Brass
18225	PR-D	306	Syn Brs 12	35:Synth Brass
18226	PR-D	307	Syn Brs 13	35:Synth Brass
18227	PR-D	308	Soft SynBrs1	35:Synth Brass
18228	PR-D	309	Soft SynBrs2	35:Synth Brass
18229	PR-D	310	Soft SynBrs3	35:Synth Brass
18230	PR-D	311	Soft SynBrs4	35:Synth Brass
18231	PR-D	312	Soft SynBrs5	35:Synth Brass
18232	PR-D	313	Dyn SynBrs	35:Synth Brass
18233	PR-D	314	Quiet Brs	35:Synth Brass
18234	PR-D	315	Brassrub	35:Synth Brass
18235	PR-D	316	Poly Brass 1	35:Synth Brass
18236	PR-D	317	Poly Brass 2	35:Synth Brass
18237	PR-D	318	Poly Brass 3	35:Synth Brass
18238	PR-D	319	Poly Brass 4	35:Synth Brass
18239	PR-D	320	Poly Brass 5	35:Synth Brass
18240	PR-D	321	Octa Brass	35:Synth Brass
18241	PR-D	322	Reso Brs 1	35:Synth Brass
18242	PR-D	323	Reso Brs 2	35:Synth Brass
18243	PR-D	324	Slow Brs 1	35:Synth Brass
18244	PR-D	325	Slow Brs 2	35:Synth Brass
18245	PR-D	326	FM Brass	35:Synth Brass
18246	PR-D	327	Hybrid Brass	35:Synth Brass
18247	PR-D	328	Power JP	35:Synth Brass
18248	PR-D	329	Power SynBrs	35:Synth Brass
18249	PR-D	330	Love Brs	35:Synth Brass
18250	PR-D	331	LoveBrs Pad	35:Synth Brass
18251	PR-D	332	42 Brass	35:Synth Brass
18252	PR-D	333	80sBrsScoop1	35:Synth Brass
18253	PR-D	334	80sBrsScoop2	35:Synth Brass
18254	PR-D	335	ResoSweepBrs	35:Synth Brass
18255	PR-D	336	Porta Brs	35:Synth Brass
18256	PR-D	337	Xpand Brs 1	35:Synth Brass
18257	PR-D	338	Xpand Brs 2	35:Synth Brass
18258	PR-D	339	Saws Key 1	38:Synth PolyKey
18259	PR-D	340	Saws Key 2	38:Synth PolyKey
18260	PR-D	341	Saws Key 3	38:Synth PolyKey
18261	PR-D	342	Saws Key 4	38:Synth PolyKey
18262	PR-D	343	Saws Key 5	38:Synth PolyKey
18263	PR-D	344	Saws Key 6	38:Synth PolyKey
18264	PR-D	345	Saws Key 7	38:Synth PolyKey
18265	PR-D	346	Saws Key 8	38:Synth PolyKey
18266	PR-D	347	Saws Key 9	38:Synth PolyKey
18267	PR-D	348	Saws Key 10	38:Synth PolyKey
18268	PR-D	349	Laserthroat	38:Synth PolyKey
18269	PR-D	350	Poly Key 1	38:Synth PolyKey
18270	PR-D	351	Poly Key 2	38:Synth PolyKey
18271	PR-D	352	Poly Key 3	38:Synth PolyKey
18272	PR-D	353	Poly Key 4	38:Synth PolyKey
18273	PR-D	354	JP80 WaveSyn	38:Synth PolyKey
18274	PR-D	355	Poly Syn 1	38:Synth PolyKey
18275	PR-D	356	Poly Syn 2	38:Synth PolyKey
18276	PR-D	357	Poly Syn 3	38:Synth PolyKey
18277	PR-D	358	Poly Syn 4	38:Synth PolyKey
18278	PR-D	359	Poly Syn 5	38:Synth PolyKey
18279	PR-D	360	Poly Syn 6	38:Synth PolyKey
18280	PR-D	361	Poly Syn 7	38:Synth PolyKey
18281	PR-D	362	Poly Syn 8	38:Synth PolyKey
18282	PR-D	363	Poly Syn 9	38:Synth PolyKey
18283	PR-D	364	Poly Syn 10	38:Synth PolyKey
18284	PR-D	365	Poly Syn 11	38:Synth PolyKey
18285	PR-D	366	Poly Syn 12	38:Synth PolyKey
18286	PR-D	367	Poly Syn 13	38:Synth PolyKey
18287	PR-D	368	Poly Syn 14	38:Synth PolyKey
18288	PR-D	369	Poly Syn 15	38:Synth PolyKey
18289	PR-D	370	Poly Syn 16	38:Synth PolyKey
18290	PR-D	371	Poly Syn 17	38:Synth PolyKey
18291	PR-D	372	Poly Syn 18	38:Synth PolyKey
18292	PR-D	373	Poly Syn 19	38:Synth PolyKey
18293	PR-D	374	Poly Syn 20	38:Synth PolyKey
18294	PR-D	375	Poly Syn 21	38:Synth PolyKey
18295	PR-D	376	Poly Syn 22	38:Synth PolyKey
18296	PR-D	377	Poly Syn 23	38:Synth PolyKey
18297	PR-D	378	Poly Syn 24	38:Synth PolyKey
18298	PR-D	379	Poly Syn 25	38:Synth PolyKey
18299	PR-D	380	Poly Syn 26	38:Synth PolyKey
18300	PR-D	381	Saw Dtune	38:Synth PolyKey
18301	PR-D	382	Jester	38:Synth PolyKey
18302	PR-D	383	Fusion Decay	38:Synth PolyKey
18303	PR-D	384	Polysubito	38:Synth PolyKey
18432	PR-D	385	Wave Scan	38:Synth PolyKey
18433	PR-D	386	Wire String	38:Synth PolyKey
18434	PR-D	387	Brusky Key	38:Synth PolyKey
